100307,Action,232,183
100307,LTM,24,0
100307,Perception,257,33
100307,Procedural,61,0
100307,WM,156,3
100408,Action,180,165
100408,LTM,53,0
100408,Perception,241,80
100408,Procedural,109,0
100408,WM,257,2
101006,Action,231,164
101006,LTM,110,0
101006,Perception,232,103
101006,Procedural,118,0
101006,WM,187,15
101107,Action,257,163
101107,LTM,94,0
101107,Perception,91,0
101107,Procedural,122,0
101107,WM,257,0
101309,Action,202,97
101309,LTM,177,0
101309,Perception,246,4
101309,Procedural,13,0
101309,WM,67,0
101410,Action,186,87
101410,LTM,233,0
101410,Perception,15,0
101410,Procedural,123,4
101410,WM,174,106
101915,Action,126,99
101915,LTM,98,0
101915,Perception,257,90
101915,Procedural,119,0
101915,WM,146,45
102008,Action,37,16
102008,LTM,130,0
102008,Perception,256,108
102008,Procedural,11,0
102008,WM,118,0
102311,Action,172,149
102311,LTM,65,0
102311,Perception,239,15
102311,Procedural,118,2
102311,WM,197,5
102816,Action,257,107
102816,LTM,143,0
102816,Perception,257,72
102816,Procedural,123,0
102816,WM,257,176
103111,Action,38,33
103111,LTM,66,0
103111,Perception,250,54
103111,Procedural,123,0
103111,WM,248,140
103414,Action,251,145
103414,LTM,132,0
103414,Perception,248,32
103414,Procedural,123,2
103414,WM,140,0
103818,Action,257,115
103818,LTM,79,0
103818,Perception,254,24
103818,Procedural,123,0
103818,WM,58,0
104820,Action,202,131
104820,LTM,84,0
104820,Perception,239,44
104820,Procedural,111,1
104820,WM,130,1
105014,Action,148,135
105014,LTM,186,0
105014,Perception,224,9
105014,Procedural,123,1
105014,WM,257,86
105115,Action,225,118
105115,LTM,202,0
105115,Perception,257,37
105115,Procedural,117,1
105115,WM,193,2
105216,Action,249,85
105216,LTM,107,0
105216,Perception,236,10
105216,Procedural,54,0
105216,WM,256,41
106016,Action,249,184
106016,LTM,231,0
106016,Perception,257,39
106016,Procedural,113,0
106016,WM,99,1
106319,Action,252,224
106319,LTM,24,0
106319,Perception,257,47
106319,Procedural,118,0
106319,WM,133,1
106521,Action,234,78
106521,LTM,139,0
106521,Perception,247,24
106521,Procedural,96,0
106521,WM,29,1
107321,Action,155,143
107321,LTM,59,0
107321,Perception,255,49
107321,Procedural,91,0
107321,WM,238,0
107422,Action,160,112
107422,LTM,199,0
107422,Perception,257,34
107422,Procedural,122,0
107422,WM,133,0
108121,Action,107,43
108121,LTM,18,0
108121,Perception,252,10
108121,Procedural,50,0
108121,WM,253,6
108323,Action,221,161
108323,LTM,168,0
108323,Perception,257,72
108323,Procedural,105,0
108323,WM,166,30
108525,Action,224,174
108525,LTM,239,0
108525,Perception,236,17
108525,Procedural,100,0
108525,WM,205,68
108828,Action,191,181
108828,LTM,185,0
108828,Perception,248,5
108828,Procedural,104,0
108828,WM,137,50
109123,Action,257,150
109123,LTM,96,0
109123,Perception,254,79
109123,Procedural,30,0
109123,WM,126,0
109325,Action,257,164
109325,LTM,161,0
109325,Perception,257,73
109325,Procedural,107,3
109325,WM,155,27
110411,Action,254,191
110411,LTM,107,0
110411,Perception,217,73
110411,Procedural,22,0
110411,WM,140,0
111312,Action,157,151
111312,LTM,212,0
111312,Perception,257,91
111312,Procedural,116,0
